,CNation,CCity,Long,Lat,Potential,Wages,Potential_Mean,Wages_Mean,Name,CName,Img_Link,Ability,Age,Foot,Position,Caps_Goals,Length,Weight,Nation
5981,Austria,Linz,14.286198,48.3059078,61.0,4180.0,64.76119402985074,6071.3432835820895,Sascha Horvath,LASK Linz,https://img.fminside.net/facesfm22/16093911.png,58.0,24.0,Right,Striker,0 / 0,165,60,Austria
5982,Switzerland,Luzern,8.3054682,47.0505452,61.0,3920.0,65.50887573964496,6619.408284023669,Patrick Farkas,Luzern,https://img.fminside.net/facesfm22/16020468.png,58.0,28.0,Right,Midfield,0 / 0,178,78,Austria
5983,Croatia,Zagreb,15.9771774,45.8131847,62.0,1020.0,64.61538461538461,4221.978021978022,Emir Dilaver,Dinamo Zagreb,https://img.fminside.net/facesfm22/16010416.png,58.0,30.0,Right,Defenders,0 / 0,184,82,Austria
5984,Turkey,Giresun,38.5172032,40.6531617,65.0,8050.0,66.57402597402597,15953.35064935065,Aziz Behich,Giresunspor,https://img.fminside.net/facesfm22/15009268.png,58.0,30.0,Left,Midfield,38 / 2,170,67,Australia
5985,Austria,Linz,14.286198,48.3059078,63.0,5920.0,64.76119402985074,6071.3432835820895,James Holland,LASK Linz,https://img.fminside.net/facesfm22/15002044.png,58.0,32.0,Left,Midfield,16 / 0,182,76,Australia
5986,Argentina,Córdoba (CB),-78.8457951,-2.2639278,80.0,520.0,63.85049019607843,4496.703431372549,Julián Malatini,Talleres Cba.,https://img.fminside.net/facesfm22/14247879.png,58.0,20.0,Right,Defenders,0 / 0,175,63,Argentina
5987,Argentina,Rosario (SF),-60.6615415,-32.9595004,80.0,1660.0,63.85049019607843,4496.703431372549,Luciano Ferreyra,Rosario Central,https://img.fminside.net/facesfm22/14227040.png,58.0,19.0,Right,Striker,0 / 0,164,63,Argentina
5988,Argentina,Córdoba (CB),-78.8457951,-2.2639278,80.0,520.0,63.85049019607843,4496.703431372549,Rodrigo Villagra,Talleres Cba.,https://img.fminside.net/facesfm22/14223258.png,58.0,20.0,Right,Midfield,0 / 0,178,70,Argentina
5989,Spain,Barcelona,2.1774322,41.3828939,80.0,3060.0,71.26381909547739,29064.057788944723,Santi Ramos Mingo,FC Barcelona,https://img.fminside.net/facesfm22/14219093.png,58.0,19.0,Left,Defenders,0 / 0,185,0,Argentina
5990,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,80.0,350.0,63.85049019607843,4496.703431372549,Francisco Flores,San Lorenzo,https://img.fminside.net/facesfm22/14217807.png,58.0,19.0,Right,Defenders,0 / 0,182,78,Argentina
5991,Argentina,Banfield (BA),-58.3960811,-34.7437455,61.0,2200.0,63.85049019607843,4496.703431372549,Leonardo Flores,Banfield,https://img.fminside.net/facesfm22/14209873.png,58.0,24.0,Right,Defenders,0 / 0,169,73,Argentina
5992,Argentina,Rosario (SF),-60.6615415,-32.9595004,67.0,2060.0,63.85049019607843,4496.703431372549,Lautaro Blanco,Rosario Central,https://img.fminside.net/facesfm22/14207517.png,58.0,22.0,Left,Midfield,0 / 0,176,81,Argentina
5993,Argentina,Rosario (SF),-60.6615415,-32.9595004,80.0,730.0,63.85049019607843,4496.703431372549,Juan Sforza,Newell's Old Boys,https://img.fminside.net/facesfm22/14204638.png,58.0,19.0,Left,Midfield,0 / 0,179,76,Argentina
5994,Argentina,Rafaela (SF),-61.4916758,-31.2526923,64.0,1550.0,63.85049019607843,4496.703431372549,Facundo Nadalín,Atlético de Rafaela,https://img.fminside.net/facesfm22/14204635.png,58.0,23.0,Right,Defenders,0 / 0,176,73,Argentina
5995,Spain,Sabadell,2.1138977,41.5421013,71.0,5300.0,71.26381909547739,29064.057788944723,Facundo García,CE Sabadell,https://img.fminside.net/facesfm22/14189443.png,58.0,21.0,Right,Midfield,0 / 0,180,72,Argentina
5996,Argentina,Puerto Madryn (CT),37.1833,67.3667,63.0,4190.0,63.85049019607843,4496.703431372549,Santiago Gómez,Guillermo Brown (PM),https://img.fminside.net/facesfm22/14189373.png,58.0,25.0,Right,Striker,0 / 0,186,82,Argentina
5997,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,66.0,340.0,63.85049019607843,4496.703431372549,Mateo Coronel,Argentinos Juniors,https://img.fminside.net/facesfm22/14186706.png,58.0,22.0,Right,Striker,0 / 0,171,70,Argentina
5998,Argentina,Rosario (SF),-60.6615415,-32.9595004,65.0,1440.0,63.85049019607843,4496.703431372549,Facundo Almada,Rosario Central,https://img.fminside.net/facesfm22/14186000.png,58.0,22.0,Right,Defenders,0 / 0,179,82,Argentina
5999,Argentina,Florencio Varela (BA),-58.2783224,-34.8044384,68.0,860.0,63.85049019607843,4496.703431372549,Franco Paredes,Defensa y Justicia,https://img.fminside.net/facesfm22/14185871.png,58.0,22.0,Right,Defenders,0 / 0,176,74,Argentina
6000,Argentina,Isidro Casanova (BA),-58.5861609,-34.7047876,68.0,430.0,63.85049019607843,4496.703431372549,Facundo Mater,Alte. Brown,https://img.fminside.net/facesfm22/14185466.png,58.0,22.0,Right,Midfield,0 / 0,166,65,Argentina
6001,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,66.0,2830.0,63.85049019607843,4496.703431372549,Benjamín Rollheiser,River Plate,https://img.fminside.net/facesfm22/14183203.png,58.0,21.0,Left,Striker,0 / 0,175,69,Argentina
6002,Argentina,Godoy Cruz (MZ),-58.4381422,-34.5903481,65.0,2720.0,63.85049019607843,4496.703431372549,Elías López,Godoy Cruz,https://img.fminside.net/facesfm22/14183200.png,58.0,20.0,Right,Defenders,0 / 0,168,70,Argentina
6003,Argentina,Avellaneda (BA),-58.3628061,-34.6648394,68.0,11830.0,63.85049019607843,4496.703431372549,Maximiliano Lovera,Racing Club,https://img.fminside.net/facesfm22/14181099.png,58.0,22.0,Right,Striker,0 / 0,169,64,Argentina
6004,Argentina,Avellaneda (BA),-58.3628061,-34.6648394,61.0,4970.0,63.85049019607843,4496.703431372549,Joaquín Novillo,Racing Club,https://img.fminside.net/facesfm22/14180964.png,58.0,23.0,Left,Defenders,0 / 0,190,0,Argentina
6005,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,60.0,1900.0,63.85049019607843,4496.703431372549,Fabián Henríquez,Huracán,https://img.fminside.net/facesfm22/14160459.png,58.0,26.0,Left,Midfield,0 / 0,185,74,Argentina
6006,Argentina,Rafaela (SF),-61.4916758,-31.2526923,58.0,4680.0,63.85049019607843,4496.703431372549,Lautaro Parisi,Atlético de Rafaela,https://img.fminside.net/facesfm22/14157178.png,58.0,27.0,Right,Striker,0 / 0,176,73,Argentina
6007,Argentina,Godoy Cruz (MZ),-58.4381422,-34.5903481,61.0,1630.0,63.85049019607843,4496.703431372549,Ian Escobar,Godoy Cruz,https://img.fminside.net/facesfm22/14150902.png,58.0,25.0,Left,Defenders,0 / 0,170,60,Argentina
6008,Argentina,Santiago del Estero (SE),37.1833,67.3667,62.0,960.0,63.85049019607843,4496.703431372549,Alejandro Maciel,Ctral. Córdoba (SdE),https://img.fminside.net/facesfm22/14134828.png,58.0,24.0,Right,Defenders,0 / 0,182,82,Argentina
6009,Argentina,Sarandí (BA),-58.3463289,-34.680758,66.0,990.0,63.85049019607843,4496.703431372549,Leonel Picco,Arsenal de Sarandí,https://img.fminside.net/facesfm22/14134689.png,58.0,22.0,Right,Midfield,0 / 0,192,84,Argentina
6010,Argentina,Mar del Plata (BA),-57.5482703,-37.9977225,59.0,1210.0,63.85049019607843,4496.703431372549,Felipe Cadenazzi,Alvarado,https://img.fminside.net/facesfm22/14134021.png,58.0,29.0,Left,Striker,0 / 0,191,0,Argentina
6011,Argentina,San Miguel de Tucumán (TU),-65.2038133,-26.8303703,59.0,4860.0,63.85049019607843,4496.703431372549,Lucas Diarte,San Martín (Tucumán),https://img.fminside.net/facesfm22/14131703.png,58.0,28.0,Left,Defenders,0 / 0,174,70,Argentina
6012,Argentina,Vicente López (BA),-58.5036282,-34.5244484,61.0,1760.0,63.85049019607843,4496.703431372549,Juan Infante,Platense,https://img.fminside.net/facesfm22/14130969.png,58.0,25.0,Left,Defenders,0 / 0,177,76,Argentina
6013,Argentina,Santiago del Estero (SE),37.1833,67.3667,59.0,6830.0,63.85049019607843,4496.703431372549,Santiago Rosales,Mitre (SdE),https://img.fminside.net/facesfm22/14128220.png,58.0,26.0,Right,Striker,0 / 0,180,73,Argentina
6014,Argentina,Rosario (SF),-60.6615415,-32.9595004,60.0,5360.0,63.85049019607843,4496.703431372549,Gabriel Compagnucci,Newell's Old Boys,https://img.fminside.net/facesfm22/14122095.png,58.0,29.0,Right,Midfield,0 / 0,178,74,Argentina
6015,Chile,Chillán,-72.1033194,-36.6066616,59.0,1130.0,64.38853503184713,2759.808917197452,Federico Mateos,Deportivo Ñublense,https://img.fminside.net/facesfm22/14118431.png,58.0,28.0,Right,Midfield,0 / 0,177,71,Argentina
6016,Argentina,Sarandí (BA),-58.3463289,-34.680758,58.0,4460.0,63.85049019607843,4496.703431372549,Lucas Suárez,Arsenal de Sarandí,https://img.fminside.net/facesfm22/14118131.png,58.0,26.0,Left,Defenders,0 / 0,184,82,Argentina
6017,Greece,Salonika,22.931475880779768,40.65432465,60.0,9590.0,64.96644295302013,9468.053691275169,Mateo García,Aris,https://img.fminside.net/facesfm22/14083564.png,58.0,24.0,Left,Striker,0 / 0,172,65,Argentina
6018,Argentina,Godoy Cruz (MZ),-58.4381422,-34.5903481,59.0,4150.0,63.85049019607843,4496.703431372549,Néstor Breitenbruch,Godoy Cruz,https://img.fminside.net/facesfm22/14083137.png,58.0,25.0,Right,Defenders,0 / 0,178,76,Argentina
6019,Argentina,Vicente López (BA),-58.5036282,-34.5244484,61.0,3970.0,63.85049019607843,4496.703431372549,Facundo Cardozo,Platense,https://img.fminside.net/facesfm22/14080999.png,58.0,26.0,Left,Defenders,0 / 0,178,75,Argentina
6020,Chile,La Florida,-70.54407548567474,-33.530816599999994,64.0,2910.0,64.38853503184713,2759.808917197452,Gabriel Esparza,Audax Italiano,https://img.fminside.net/facesfm22/14080609.png,58.0,28.0,Left,Striker,0 / 0,168,69,Argentina
6021,Argentina,Mendoza (MZ),-108.15359057570254,25.36672725,58.0,3200.0,63.85049019607843,4496.703431372549,Joan Juncos,Gimnasia (Mendoza),https://img.fminside.net/facesfm22/14079844.png,58.0,27.0,Right,Striker,0 / 0,184,84,Argentina
6022,Greece,Tripoli Arkadias,22.3724241,37.5102911,60.0,3160.0,64.96644295302013,9468.053691275169,Federico Álvarez,Asteras Tripolis,https://img.fminside.net/facesfm22/14078382.png,58.0,26.0,Left,Defenders,0 / 0,183,78,Argentina
6023,Greece,Nikaia,7.2683912,43.7009358,63.0,1940.0,64.96644295302013,9468.053691275169,Reinaldo Lenis,Ionikos,https://img.fminside.net/facesfm22/14078041.png,58.0,28.0,Right,Striker,0 / 0,180,70,Colombia
6024,Argentina,Lanús (BA),-58.3953235,-34.7033363,61.0,4990.0,63.85049019607843,4496.703431372549,Nicolás Morgantini,Lanús,https://img.fminside.net/facesfm22/14071864.png,58.0,26.0,Right,Defenders,0 / 0,175,70,Argentina
6025,Greece,Irakleio,23.0369864,40.7572526,60.0,3130.0,64.96644295302013,9468.053691275169,Miguel Mellado,OFI,https://img.fminside.net/facesfm22/14071080.png,58.0,28.0,Right,Midfield,0 / 0,176,74,Argentina
6026,Argentina,Córdoba (CB),-78.8457951,-2.2639278,59.0,3980.0,63.85049019607843,4496.703431372549,Hugo Vera Oviedo,Instituto ACC,https://img.fminside.net/facesfm22/14064585.png,58.0,30.0,Right,Defenders,0 / 0,187,80,Paraguay
6027,Peru,Lima,-77.0365256,-12.0621065,60.0,1040.0,61.5,1430.0,Marcos Riquelme,Sporting Cristal,https://img.fminside.net/facesfm22/14060640.png,58.0,33.0,Right,Striker,0 / 0,181,78,Argentina
6028,Chile,La Cisterna,-70.66424867440273,-33.529504200000005,60.0,1270.0,64.38853503184713,2759.808917197452,Jonathan Benítez,Palestino,https://img.fminside.net/facesfm22/14047539.png,58.0,29.0,Left,Striker,0 / 0,178,69,Argentina
6029,Argentina,Florencio Varela (BA),-58.2783224,-34.8044384,60.0,3370.0,63.85049019607843,4496.703431372549,Rodrigo Contreras,Defensa y Justicia,https://img.fminside.net/facesfm22/14043350.png,58.0,25.0,Left,Striker,0 / 0,182,78,Argentina
6030,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,58.0,3250.0,63.85049019607843,4496.703431372549,Fabricio Pedrozo,Atlanta,https://img.fminside.net/facesfm22/14037230.png,58.0,28.0,Right,Striker,0 / 0,176,74,Argentina
6031,Argentina,Bahía Blanca (BA),-62.2654871,-38.7176522,61.0,2360.0,63.85049019607843,4496.703431372549,Ezequiel Ham,Olimpo,https://img.fminside.net/facesfm22/14037057.png,58.0,27.0,Right,Midfield,0 / 0,173,67,Argentina
6032,Greece,Tripoli Arkadias,22.3724241,37.5102911,63.0,2110.0,64.96644295302013,9468.053691275169,Rodrigo Gómez,Asteras Tripolis,https://img.fminside.net/facesfm22/14037051.png,58.0,28.0,Right,Striker,0 / 0,166,65,Argentina
6033,Argentina,Mar del Plata (BA),-57.5482703,-37.9977225,61.0,3440.0,63.85049019607843,4496.703431372549,Federico Milo,Aldosivi,https://img.fminside.net/facesfm22/14035013.png,58.0,29.0,Left,Defenders,0 / 0,182,76,Argentina
6034,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,61.0,4420.0,63.85049019607843,4496.703431372549,Matías Escudero,Nueva Chicago,https://img.fminside.net/facesfm22/14034059.png,58.0,32.0,Right,Defenders,0 / 0,176,75,Argentina
6035,Argentina,Córdoba (CB),-78.8457951,-2.2639278,60.0,4970.0,63.85049019607843,4496.703431372549,Wilfredo Olivera,Belgrano,https://img.fminside.net/facesfm22/14033968.png,58.0,34.0,Right,Defenders,0 / 0,188,86,Argentina
6036,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,60.0,3350.0,63.85049019607843,4496.703431372549,Gabriel Díaz,Ferro Carril Oeste,https://img.fminside.net/facesfm22/14033140.png,58.0,31.0,Right,Defenders,0 / 0,188,78,Argentina
6037,Argentina,José Ingenieros (BA),-58.537008,-34.61807,60.0,3300.0,63.85049019607843,4496.703431372549,Luis Jerez Silva,Almagro,https://img.fminside.net/facesfm22/14027862.png,58.0,32.0,Left,Midfield,0 / 0,183,82,Argentina
6038,Argentina,Santiago del Estero (SE),37.1833,67.3667,59.0,4150.0,63.85049019607843,4496.703431372549,Ezequiel Cérica,Mitre (SdE),https://img.fminside.net/facesfm22/14026979.png,58.0,34.0,Right,Striker,0 / 0,189,77,Argentina
6039,Portugal,Arouca,-8.2441746,40.9289214,65.0,2040.0,66.94324324324324,6634.8378378378375,Gastón Campi,FC Arouca,https://img.fminside.net/facesfm22/14026367.png,58.0,30.0,Left,Midfield,0 / 0,193,88,Argentina
6040,Mexico,Mexico City,-99.1331785,19.4326296,60.0,4250.0,67.5922746781116,8897.639484978541,Ramiro Costa,CF Atlante,https://img.fminside.net/facesfm22/14025570.png,58.0,28.0,Left,Striker,0 / 0,190,84,Argentina
6041,United States,Nashville (TN),-86.7742984,36.1622767,58.0,12490.0,64.87586206896552,10691.241379310344,Aníbal Godoy,Nashville,https://img.fminside.net/facesfm22/14023180.png,58.0,31.0,Left,Midfield,101 / 1,181,73,Panama
6042,Colombia,Medellín,-75.573553,6.2443382,62.0,5170.0,64.29281767955801,4448.839779005525,Emanuel Olivera,Atlético Nacional,https://img.fminside.net/facesfm22/14023016.png,58.0,31.0,Right,Defenders,0 / 0,180,73,Argentina
6043,Argentina,Sarandí (BA),-58.3463289,-34.680758,60.0,4080.0,63.85049019607843,4496.703431372549,Dardo Miloc,Arsenal de Sarandí,https://img.fminside.net/facesfm22/14021869.png,58.0,30.0,Right,Midfield,0 / 0,177,76,Argentina
6044,Greece,Peristeri,23.6955137,38.0128111,65.0,3160.0,64.96644295302013,9468.053691275169,Matías Pisano,Atromitos,https://img.fminside.net/facesfm22/14020972.png,58.0,29.0,Left,Striker,0 / 0,166,61,Argentina
6045,Greece,Salonika,22.931475880779768,40.65432465,65.0,3420.0,64.96644295302013,9468.053691275169,Facundo Bertoglio,Aris,https://img.fminside.net/facesfm22/14020827.png,58.0,30.0,Right,Striker,1 / 2,172,66,Argentina
6046,Argentina,Mendoza (MZ),-108.15359057570254,25.36672725,61.0,4150.0,63.85049019607843,4496.703431372549,Ramón Lentini,Gimnasia (Mendoza),https://img.fminside.net/facesfm22/14011303.png,58.0,32.0,Right,Striker,0 / 0,183,90,Argentina
6047,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,64.0,4420.0,63.85049019607843,4496.703431372549,José Luis Fernández,Nueva Chicago,https://img.fminside.net/facesfm22/14008314.png,58.0,33.0,Left,Midfield,1 / 0,168,64,Argentina
6048,Ecuador,Riobamba (CH),2.51094,46.7268754,65.0,2120.0,61.0625,3259.0625,Jonathan Ferrari,Olmedo,https://img.fminside.net/facesfm22/14007715.png,58.0,34.0,Right,Defenders,0 / 0,187,77,Argentina
6049,Greece,Irakleio,23.0369864,40.7572526,58.0,2110.0,64.96644295302013,9468.053691275169,Juan Neira,OFI,https://img.fminside.net/facesfm22/14006698.png,58.0,32.0,Right,Striker,0 / 0,177,69,Argentina
6050,Brazil,Belo Horizonte (MG),-43.9450948,-19.9227318,70.0,11130.0,66.51527777777778,6301.625,Ariel Cabral,Cruzeiro,https://img.fminside.net/facesfm22/14004997.png,58.0,33.0,Left,Midfield,2 / 0,185,76,Argentina
6051,Argentina,Sarandí (BA),-58.3463289,-34.680758,60.0,4080.0,63.85049019607843,4496.703431372549,Nicolás Mazzola,Arsenal de Sarandí,https://img.fminside.net/facesfm22/14004044.png,58.0,31.0,Right,Striker,0 / 0,188,81,Argentina
6052,Paraguay,Villa Elisa,-58.97833935151631,-27.4776061,63.0,2040.0,63.84615384615385,3911.7948717948716,Fernando Godoy,Sol de América,https://img.fminside.net/facesfm22/14004043.png,58.0,31.0,Right,Midfield,0 / 0,172,70,Argentina
6053,Turkey,Adana,35.3252861,36.9863599,69.0,20010.0,66.57402597402597,15953.35064935065,Lucas Castro,Adana Demirspor,https://img.fminside.net/facesfm22/14003924.png,58.0,32.0,Right,Striker,0 / 0,182,76,Argentina
6054,Chile,Las Condes,-70.51749760753927,-33.4247879,63.0,4610.0,64.38853503184713,2759.808917197452,Germán Lanaro,Universidad Católica,https://img.fminside.net/facesfm22/14003666.png,58.0,35.0,Right,Defenders,0 / 0,186,84,Argentina
6055,Costa Rica,Tibás,-84.08224060038596,9.95753525,62.0,1060.0,61.8,2742.0,Mariano Torres,Saprissa,https://img.fminside.net/facesfm22/14001318.png,58.0,34.0,Left,Striker,0 / 0,181,77,Argentina
6056,Greece,Tripoli Arkadias,22.3724241,37.5102911,63.0,3160.0,64.96644295302013,9468.053691275169,Jerónimo Barrales,Asteras Tripolis,https://img.fminside.net/facesfm22/14000819.png,58.0,34.0,Right,Striker,0 / 0,186,89,Argentina
6057,Tunisia,Tunis,9.400138,33.8439408,58.0,830.0,62.8,3279.5,Yassine Chamakhi,Club Africain,https://img.fminside.net/faces/default-2020.png,58.0,26.0,Right,Striker,1 / 0,175,71,Tunisia
6058,Greece,Piraeus,23.6470593,37.9431594,80.0,4850.0,64.96644295302013,9468.053691275169,Aguibou Camara,Olympiakos,https://img.fminside.net/facesfm22/13193997.png,58.0,20.0,Right,Striker,4 / 1,167,0,Guinea
6059,France,Troyes,4.0746257,48.2971626,65.0,4770.0,68.49810606060606,24544.280303030304,Rominigue Kouamé,Troyes AC,https://img.fminside.net/facesfm22/13174975.png,58.0,24.0,Left,Midfield,7 / 0,177,68,Mali
6060,Belgium,Antwerp,4.3997081,51.2211097,59.0,6000.0,65.33440514469453,9041.575562700964,Jonathan Bolingi,Royal Antwerp,https://img.fminside.net/facesfm22/13173390.png,58.0,26.0,Right,Striker,31 / 8,188,74,Democratic Republic of Congo
6061,Portugal,Ponta Delgada,-25.6683618,37.7394344,61.0,1170.0,66.94324324324324,6634.8378378378375,Mohammed Bouldini,CD Santa Clara,https://img.fminside.net/facesfm22/13164765.png,58.0,25.0,Right,Striker,0 / 0,184,74,Morocco
6062,France,Nîmes,4.3600687,43.8374249,61.0,7820.0,68.49810606060606,24544.280303030304,Sidy Sarr,Nîmes Olympique,https://img.fminside.net/facesfm22/13158645.png,58.0,25.0,Left,Midfield,6 / 2,196,86,Senegal
6063,Turkey,İzmir,27.1310699,38.4224548,61.0,5000.0,66.57402597402597,15953.35064935065,Obinna Nwobodo,Göztepe SK,https://img.fminside.net/facesfm22/13158617.png,58.0,24.0,Right,Midfield,0 / 0,180,71,Nigeria
6064,England,Sunderland,-1.3828727,54.9058512,80.0,3510.0,71.55578093306288,42233.71196754564,Callum Doyle,Sunderland,https://img.fminside.net/facesfm22/2000036812.png,58.0,17.0,Left,Defenders,0 / 0,190,0,England
6065,Denmark,Farum,12.3702505,55.8101232,80.0,2520.0,66.0896551724138,4408.482758620689,Adamo Nagalo,FC Nordsjælland,https://img.fminside.net/facesfm22/2000026207.png,58.0,18.0,Right,Defenders,0 / 0,185,75,Ivory Coast
6066,Switzerland,Basel,7.5878261,47.5581077,62.0,5350.0,65.50887573964496,6619.408284023669,Raoul Petretta,Basel,https://img.fminside.net/facesfm22/98041022.png,58.0,24.0,Left,Midfield,0 / 0,176,70,Italy
6067,Germany,Paderborn,8.764869778177559,51.71895955,70.0,7000.0,68.02046783625731,22653.040935672514,Jasper van der Werff,SC Paderborn,https://img.fminside.net/facesfm22/98040451.png,58.0,22.0,Right,Defenders,0 / 0,188,80,Switzerland
6068,Switzerland,Basel,7.5878261,47.5581077,67.0,6450.0,65.50887573964496,6619.408284023669,Afimico Pululu,Basel,https://img.fminside.net/facesfm22/98039289.png,58.0,22.0,Left,Striker,0 / 0,175,80,France
6069,Switzerland,Zürich,8.5410422,47.3744489,68.0,1390.0,65.50887573964496,6619.408284023669,Petar Pusic,Grasshopper Zürich,https://img.fminside.net/facesfm22/98038309.png,58.0,22.0,Left,Striker,0 / 0,169,63,Switzerland
6070,Switzerland,Sion,0.00822,43.73903,64.0,3950.0,65.50887573964496,6619.408284023669,Anto Grgic,Sion,https://img.fminside.net/facesfm22/98033058.png,58.0,24.0,Right,Midfield,0 / 0,188,84,Switzerland
6071,Turkey,İstanbul,28.9662187,41.0091982,63.0,8000.0,66.57402597402597,15953.35064935065,Florent Hadergjonaj,Kasımpaşa,https://img.fminside.net/facesfm22/98031298.png,58.0,26.0,Right,Midfield,19 / 1,182,73,Kosovo
6072,Switzerland,Zürich,8.5410422,47.3744489,58.0,3920.0,65.50887573964496,6619.408284023669,Ousmane Doumbia,Zürich,https://img.fminside.net/facesfm22/98030625.png,58.0,29.0,Right,Midfield,0 / 0,175,68,Ivory Coast
6073,Greece,Athens,23.7283052,37.9839412,63.0,12650.0,64.96644295302013,9468.053691275169,Darko Jevtic,AEK,https://img.fminside.net/facesfm22/98003829.png,58.0,28.0,Left,Midfield,0 / 0,182,75,Switzerland
6074,Germany,Wolfsburg,10.7861682,52.4205588,80.0,10580.0,68.02046783625731,22653.040935672514,Bartosz Bialek,VfL Wolfsburg,https://img.fminside.net/facesfm22/96131663.png,58.0,19.0,Right,Striker,0 / 0,191,84,Poland
6075,Greece,Piraeus,23.6470593,37.9431594,70.0,26320.0,64.96644295302013,9468.053691275169,Michal Karbownik,Olympiakos,https://img.fminside.net/facesfm22/96122114.png,58.0,20.0,Right,Defenders,3 / 0,172,66,Poland
6076,Poland,Lubin,16.1993379441299,51.399678300000005,62.0,760.0,61.940677966101696,3083.898305084746,Patryk Szysz,Zagłębie Lubin,https://img.fminside.net/facesfm22/96111859.png,58.0,23.0,Left,Striker,0 / 0,177,70,Poland
6077,Germany,Augsburg,10.8986971,48.3668041,67.0,3830.0,68.02046783625731,22653.040935672514,Robert Gumny,FC Augsburg,https://img.fminside.net/facesfm22/96075390.png,58.0,23.0,Right,Defenders,1 / 0,177,61,Poland
6078,Greece,Athens,23.7283052,37.9839412,63.0,11070.0,64.96644295302013,9468.053691275169,Damian Szymanski,AEK,https://img.fminside.net/facesfm22/96067434.png,58.0,25.0,Right,Midfield,4 / 0,183,76,Poland
6079,Poland,Gdańsk,18.62860883362069,54.36119285,58.0,2850.0,61.940677966101696,3083.898305084746,Michal Nalepa,Lechia Gdańsk,https://img.fminside.net/facesfm22/96016166.png,58.0,28.0,Left,Defenders,0 / 0,190,81,Poland
6080,Poland,Płock,19.713630138580008,52.535347099999996,65.0,2380.0,61.940677966101696,3083.898305084746,Rafal Wolski,Wisła Płock,https://img.fminside.net/facesfm22/96011096.png,58.0,28.0,Right,Midfield,7 / 1,180,70,Poland
6081,Spain,Almería,-2.4628135,36.8414197,68.0,5180.0,71.26381909547739,29064.057788944723,Chumi,Almería,https://img.fminside.net/facesfm22/95036003.png,58.0,22.0,Right,Defenders,0 / 0,186,78,Spain
6082,Sweden,Stockholm,18.0710935,59.3251172,66.0,1960.0,63.56209150326797,2423.0065359477126,Jesper Löfgren,Djurgårdens IF,https://img.fminside.net/facesfm22/93079896.png,58.0,24.0,Right,Defenders,0 / 0,193,87,Sweden
6083,Greece,Athens,23.7283052,37.9839412,63.0,2200.0,64.96644295302013,9468.053691275169,Ramon-Pascal Lundq..,Panathinaikos,https://img.fminside.net/facesfm22/93053656.png,58.0,24.0,Right,Striker,0 / 0,178,74,Sweden
6084,Germany,Bochum,7.2196635,51.4818111,80.0,3840.0,68.02046783625731,22653.040935672514,Armel Bella-Kotchap,VfL Bochum,https://img.fminside.net/facesfm22/92102718.png,58.0,19.0,Right,Defenders,0 / 0,190,87,Germany
6085,Turkey,İzmir,27.1310699,38.4224548,64.0,7500.0,66.57402597402597,15953.35064935065,Makana Baku,Göztepe SK,https://img.fminside.net/facesfm22/92091314.png,58.0,23.0,Left,Striker,0 / 0,177,72,Germany
6086,Germany,Hannover,9.7385532,52.3744779,64.0,7670.0,68.02046783625731,22653.040935672514,Florent Muslija,Hannover 96,https://img.fminside.net/facesfm22/92088303.png,58.0,22.0,Right,Striker,3 / 0,172,65,Germany
6087,Germany,Mannheim,8.4673098,49.4892913,59.0,2400.0,68.02046783625731,22653.040935672514,Marcel Costly,Mannheim,https://img.fminside.net/facesfm22/92082044.png,58.0,25.0,Right,Striker,0 / 0,183,75,Germany
6088,Germany,Nürnberg,11.077298,49.453872,60.0,14390.0,68.02046783625731,22653.040935672514,Pascal Köpke,1. FC Nürnberg,https://img.fminside.net/facesfm22/92064869.png,58.0,25.0,Right,Striker,0 / 0,177,75,Germany
6089,Germany,Nürnberg,11.077298,49.453872,59.0,5750.0,68.02046783625731,22653.040935672514,Felix Lohkemper,1. FC Nürnberg,https://img.fminside.net/facesfm22/92035652.png,58.0,26.0,Right,Striker,0 / 0,179,76,Germany
6090,Germany,Hamburg,10.000654,53.550341,59.0,7670.0,68.02046783625731,22653.040935672514,Christopher Avevor,FC St Pauli,https://img.fminside.net/facesfm22/92025554.png,58.0,29.0,Right,Midfield,0 / 0,185,91,Germany
6091,Germany,Hannover,9.7385532,52.3744779,69.0,12500.0,68.02046783625731,22653.040935672514,Tom Trybull,Hannover 96,https://img.fminside.net/facesfm22/92018225.png,58.0,28.0,Right,Midfield,0 / 0,181,72,Germany
6092,Germany,Hamburg,10.000654,53.550341,69.0,2400.0,68.02046783625731,22653.040935672514,Jonas David,Hamburger SV,https://img.fminside.net/facesfm22/91187772.png,58.0,21.0,Right,Midfield,0 / 0,190,89,Germany
6093,Netherlands,Tilburg,5.066061908648313,51.585618749999995,64.0,1200.0,67.90942028985508,7040.579710144928,Derrick Köhn,Willem II,https://img.fminside.net/facesfm22/91181667.png,58.0,22.0,Left,Striker,0 / 0,180,0,Germany
